id,type,attributes.contract,attributes.underlying_symbol,attributes.exp_date,attributes.expiration_type,attributes.type,attributes.strike,attributes.exchange,attributes.currency,attributes.open,attributes.high,attributes.low,attributes.last,attributes.last_size,attributes.change,attributes.pctchange,attributes.previous,attributes.previous_date,attributes.bid,attributes.bid_date,attributes.bid_size,attributes.ask,attributes.ask_date,attributes.ask_size,attributes.moneyness,attributes.volume,attributes.volume_change,attributes.volume_pctchange,attributes.open_interest,attributes.open_interest_change,attributes.open_interest_pctchange,attributes.volatility,attributes.volatility_change,attributes.volatility_pctchange,attributes.theoretical,attributes.delta,attributes.gamma,attributes.theta,attributes.vega,attributes.rho,attributes.tradetime,attributes.vol_oi_ratio,attributes.dte,attributes.midpoint,trade_dt,expiry_dt,dte_calc
QQQ250509C00466000-2025-04-15,options-eod,QQQ250509C00466000,QQQ,2025-05-09,weekly,call,466.0,NASDAQ,USD,11.84,11.84,10.24,10.42,5,-1.81,-14.8,12.23,2025-04-14,10.26,2025-04-15 20:14:59,48,10.38,2025-04-15 20:14:59,23,-0.020000000000000018,64,-84,-56.76,198,67,51.15,0.2856,-0.0147,-4.88,10.32,0.433695,0.011726,-0.293983,0.461862,0.123824,2025-04-15,0.32,24,10.32,2025-04-15,2025-05-09,24
QQQ250509C00530000-2025-04-15,options-eod,QQQ250509C00530000,QQQ,2025-05-09,weekly,call,530.0,NASDAQ,USD,0.15,0.15,0.13,0.13,1,-0.03,-18.75,0.16,2025-04-14,0.1,2025-04-15 20:14:59,115,0.15,2025-04-15 20:14:59,265,-0.16000000000000003,52,-202,-79.53,483,77,18.97,0.2481,-0.0034,-1.37,0.13,0.013036,0.001151,-0.020966,0.039416,0.003841,2025-04-15,0.11,24,0.13,2025-04-15,2025-05-09,24
QQQ250509C00465000-2025-04-15,options-eod,QQQ250509C00465000,QQQ,2025-05-09,weekly,call,465.0,NASDAQ,USD,12.23,12.55,10.39,10.96,3,-0.74,-6.32,11.7,2025-04-14,10.78,2025-04-15 20:14:59,52,10.9,2025-04-15 20:14:59,12,-0.020000000000000018,294,82,38.68,2051,28,1.38,0.288,-0.015,-4.94,10.84,0.445945,0.011684,-0.298085,0.464034,0.127171,2025-04-15,0.14,24,10.84,2025-04-15,2025-05-09,24
QQQ250509C00463000-2025-04-15,options-eod,QQQ250509C00463000,QQQ,2025-05-09,weekly,call,463.0,NASDAQ,USD,13.83,13.99,11.42,11.62,1,-2.46,-17.47,14.08,2025-04-14,11.87,2025-04-15 20:14:59,27,11.99,2025-04-15 20:14:59,17,-0.010000000000000009,125,30,31.58,261,10,3.98,0.2931,-0.0145,-4.73,11.93,0.470126,0.011557,-0.305784,0.467014,0.133736,2025-04-15,0.48,24,11.93,2025-04-15,2025-05-09,24
QQQ250509C00437000-2025-04-15,options-eod,QQQ250509C00437000,QQQ,2025-05-09,weekly,call,437.0,NASDAQ,USD,30.37,30.37,29.46,29.46,1,0.08,0.27,29.38,2025-04-14,28.23,2025-04-15 20:14:59,1,30.7,2025-04-15 20:14:59,1,0.05,4,-3,-42.86,53,1,1.92,0.3521,-0.0141,-3.85,29.46,0.722815,0.008094,-0.318745,0.39303,0.198304,2025-04-15,0.08,24,29.47,2025-04-15,2025-05-09,24
QQQ250509C00436000-2025-04-15,options-eod,QQQ250509C00436000,QQQ,2025-05-09,weekly,call,436.0,NASDAQ,USD,29.24,30.24,29.24,30.24,1,-0.53,-1.72,30.77,2025-04-14,29.02,2025-04-15 20:14:59,1,31.48,2025-04-15 20:14:59,1,0.05,2,-1,-33.33,95,0,0.0,0.3543,-0.0145,-3.93,30.24,0.730161,0.007937,-0.316963,0.387828,0.200003,2025-04-15,0.02,24,30.25,2025-04-15,2025-05-09,24
QQQ250509C00435000-2025-04-15,options-eod,QQQ250509C00435000,QQQ,2025-05-09,weekly,call,435.0,NASDAQ,USD,31.05,31.58,31.05,31.58,1,0.38,1.22,31.2,2025-04-14,29.76,2025-04-15 20:14:59,1,32.0,2025-04-15 20:14:59,2,0.05,5,-61,-92.42,509,53,11.62,0.3709,-0.0019,-0.51,31.58,0.730441,0.007579,-0.33006,0.387627,0.199206,2025-04-15,0.01,24,30.88,2025-04-15,2025-05-09,24
QQQ250509C00434000-2025-04-15,options-eod,QQQ250509C00434000,QQQ,2025-05-09,weekly,call,434.0,NASDAQ,USD,31.39,32.29,31.27,32.29,1,-0.75,-2.27,33.04,2025-04-14,30.63,2025-04-15 20:14:59,1,33.05,2025-04-15 20:14:59,1,0.05,10,5,100.0,68,1,1.49,0.3711,-0.0022,-0.58,32.29,0.738252,0.007461,-0.326095,0.381877,0.201091,2025-04-15,0.15,24,31.84,2025-04-15,2025-05-09,24
QQQ250509C00433000-2025-04-15,options-eod,QQQ250509C00433000,QQQ,2025-05-09,weekly,call,433.0,NASDAQ,USD,35.63,35.63,35.63,35.63,1,2.47,7.45,33.16,2025-04-14,31.44,2025-04-15 20:14:59,1,33.85,2025-04-15 20:14:59,1,0.05,1,-3,-75.0,47,1,2.17,0.3617,-0.0151,-4.01,32.65,0.750813,0.007462,-0.3118,0.372167,0.20464,2025-04-15,0.02,24,32.65,2025-04-15,2025-05-09,24
QQQ250509C00431000-2025-04-15,options-eod,QQQ250509C00431000,QQQ,2025-05-09,weekly,call,431.0,NASDAQ,USD,36.65,36.65,33.65,33.84,1,-0.24,-0.7,34.08,2025-04-14,33.09,2025-04-15 20:14:59,1,35.46,2025-04-15 20:14:59,1,0.06,17,-66,-79.52,70,34,94.44,0.3544,-0.0236,-6.23,33.84,0.770321,0.007281,-0.294962,0.355921,0.209729,2025-04-15,0.24,24,34.28,2025-04-15,2025-05-09,24
QQQ250509C00430000-2025-04-15,options-eod,QQQ250509C00430000,QQQ,2025-05-09,weekly,call,430.0,NASDAQ,USD,37.49,37.49,34.54,35.52,1,-2.83,-7.38,38.35,2025-04-14,33.91,2025-04-15 20:14:59,1,36.27,2025-04-15 20:14:59,1,0.06,17,-4,-19.05,436,7,1.63,0.3808,-0.0007,-0.19,35.52,0.763933,0.006882,-0.318332,0.3614,0.206701,2025-04-15,0.04,24,35.09,2025-04-15,2025-05-09,24
QQQ250509C00429000-2025-04-15,options-eod,QQQ250509C00429000,QQQ,2025-05-09,weekly,call,429.0,NASDAQ,USD,35.41,36.09,35.41,36.09,5,-3.0,-7.67,39.09,2025-04-14,34.75,2025-04-15 20:14:59,1,37.09,2025-04-15 20:14:59,1,0.06,10,-6,-37.5,29,15,107.14,0.3761,-0.0086,-2.23,36.09,0.773624,0.006806,-0.30865,0.353027,0.209244,2025-04-15,0.34,24,35.92,2025-04-15,2025-05-09,24
QQQ250509C00428000-2025-04-15,options-eod,QQQ250509C00428000,QQQ,2025-05-09,weekly,call,428.0,NASDAQ,USD,38.22,38.24,36.11,37.13,1,37.13,0.0,0.0,,34.99,2025-04-15 20:14:59,11,37.91,2025-04-15 20:14:59,1,0.07,10,10,0.0,50,0,0.0,0.3846,0.0,0.0,37.13,0.77641,0.00661,-0.312886,0.350552,0.209399,2025-04-15,0.2,24,36.45,2025-04-15,2025-05-09,24
QQQ250509C00438000-2025-04-15,options-eod,QQQ250509C00438000,QQQ,2025-05-09,weekly,call,438.0,NASDAQ,USD,28.33,28.33,28.33,28.33,1,28.33,0.0,0.0,,27.44,2025-04-15 20:14:59,1,29.93,2025-04-15 20:14:59,1,0.04,2,2,0.0,130,0,0.0,0.3409,0.0,0.0,28.33,0.719582,0.008407,-0.311148,0.39526,0.198073,2025-04-15,0.02,24,28.69,2025-04-15,2025-05-09,24
QQQ250509C00427000-2025-04-15,options-eod,QQQ250509C00427000,QQQ,2025-05-09,weekly,call,427.0,NASDAQ,USD,41.07,41.09,37.08,38.05,1,1.38,3.76,36.67,2025-04-14,36.43,2025-04-15 20:14:59,1,38.74,2025-04-15 20:14:59,1,0.07,10,3,42.86,19,-4,-17.39,0.3895,0.0,0.01,38.05,0.780847,0.006451,-0.313376,0.346547,0.21013,2025-04-15,0.53,24,37.59,2025-04-15,2025-05-09,24
QQQ250509C00425000-2025-04-15,options-eod,QQQ250509C00425000,QQQ,2025-05-09,weekly,call,425.0,NASDAQ,USD,40.73,40.73,38.49,38.92,1,-3.65,-8.57,42.57,2025-04-14,38.14,2025-04-15 20:14:59,1,40.41,2025-04-15 20:14:59,1,0.07,5,-7,-58.33,134,6,4.69,0.37,-0.0218,-5.56,38.92,0.805172,0.006333,-0.282302,0.323176,0.216884,2025-04-15,0.04,24,39.28,2025-04-15,2025-05-09,24
QQQ250509C00424000-2025-04-15,options-eod,QQQ250509C00424000,QQQ,2025-05-09,weekly,call,424.0,NASDAQ,USD,42.37,42.37,39.53,40.31,5,-0.19,-0.47,40.5,2025-04-14,38.99,2025-04-15 20:14:59,1,41.25,2025-04-15 20:14:59,1,0.07,13,-125,-90.58,208,130,166.67,0.389,-0.0087,-2.19,40.31,0.801397,0.006095,-0.297801,0.326964,0.214833,2025-04-15,0.06,24,40.12,2025-04-15,2025-05-09,24
QQQ250509C00423000-2025-04-15,options-eod,QQQ250509C00423000,QQQ,2025-05-09,weekly,call,423.0,NASDAQ,USD,40.56,41.16,40.56,41.16,1,-1.74,-4.06,42.9,2025-04-14,39.86,2025-04-15 20:14:59,1,42.11,2025-04-15 20:14:59,1,0.08,22,20,1000.0,79,1,1.28,0.3914,-0.0057,-1.45,41.16,0.806648,0.00596,-0.295248,0.321678,0.215855,2025-04-15,0.28,24,40.99,2025-04-15,2025-05-09,24
QQQ250509C00422000-2025-04-15,options-eod,QQQ250509C00422000,QQQ,2025-05-09,weekly,call,422.0,NASDAQ,USD,43.85,43.85,41.9,41.9,1,41.9,0.0,0.0,,40.72,2025-04-15 20:14:59,1,42.6,2025-04-15 20:14:59,1,0.08,4,4,0.0,18,0,0.0,0.3901,0.0,0.0,41.9,0.813725,0.005843,-0.288708,0.314368,0.2175,2025-04-15,0.22,24,41.66,2025-04-15,2025-05-09,24
QQQ250509C00421000-2025-04-15,options-eod,QQQ250509C00421000,QQQ,2025-05-09,weekly,call,421.0,NASDAQ,USD,43.37,43.37,42.69,42.74,1,42.74,0.0,0.0,,41.59,2025-04-15 20:14:59,1,43.8,2025-04-15 20:14:59,1,0.08,6,6,0.0,34,0,0.0,0.3918,0.0,0.0,42.74,0.819071,0.005713,-0.285354,0.308699,0.218557,2025-04-15,0.18,24,42.7,2025-04-15,2025-05-09,24
QQQ250509C00420000-2025-04-15,options-eod,QQQ250509C00420000,QQQ,2025-05-09,weekly,call,420.0,NASDAQ,USD,46.36,46.36,43.47,44.15,1,0.45,1.03,43.7,2025-04-14,42.47,2025-04-15 20:14:59,1,44.66,2025-04-15 20:14:59,1,0.08,18,-101,-84.87,294,15,5.38,0.4119,0.0105,2.6,44.15,0.814593,0.005518,-0.30195,0.313455,0.216282,2025-04-15,0.06,24,43.57,2025-04-15,2025-05-09,24
QQQ250509C00415000-2025-04-15,options-eod,QQQ250509C00415000,QQQ,2025-05-09,weekly,call,415.0,NASDAQ,USD,49.8,49.8,47.25,48.56,1,-1.64,-3.27,50.2,2025-04-14,46.9,2025-04-15 20:14:59,1,49.01,2025-04-15 20:14:59,1,0.09,9,-2,-18.18,188,2,1.08,0.4264,0.013,3.13,48.56,0.835852,0.004933,-0.291117,0.290066,0.219784,2025-04-15,0.05,24,47.96,2025-04-15,2025-05-09,24
QQQ250509C00410000-2025-04-15,options-eod,QQQ250509C00410000,QQQ,2025-05-09,weekly,call,410.0,NASDAQ,USD,52.72,52.72,52.72,52.72,2,-0.48,-0.9,53.2,2025-04-14,50.65,2025-04-15 20:14:59,10,54.35,2025-04-15 20:14:59,1,0.1,2,1,100.0,60,0,0.0,0.4287,0.005,1.17,52.72,0.860585,0.0044,-0.266447,0.260131,0.224496,2025-04-15,0.03,24,52.5,2025-04-15,2025-05-09,24
QQQ250509C00400000-2025-04-15,options-eod,QQQ250509C00400000,QQQ,2025-05-09,weekly,call,400.0,NASDAQ,USD,63.03,63.03,62.29,62.29,1,1.58,2.6,60.71,2025-04-14,59.76,2025-04-15 20:14:59,10,62.58,2025-04-15 20:14:59,1,0.13,3,-5,-62.5,322,-1,-0.31,0.4746,0.0629,15.28,62.29,0.883344,0.003509,-0.261203,0.22972,0.225057,2025-04-15,0.01,24,61.17,2025-04-15,2025-05-09,24
QQQ250509C00426000-2025-04-15,options-eod,QQQ250509C00426000,QQQ,2025-05-09,weekly,call,426.0,NASDAQ,USD,39.1,39.1,37.3,38.88,1,38.88,0.0,0.0,,37.28,2025-04-15 20:14:59,1,39.58,2025-04-15 20:14:59,1,0.07,5,5,0.0,26,0,0.0,0.3918,0.0,0.0,38.88,0.786527,0.006316,-0.310917,0.341307,0.211295,2025-04-15,0.19,24,38.43,2025-04-15,2025-05-09,24
QQQ250509C00439000-2025-04-15,options-eod,QQQ250509C00439000,QQQ,2025-05-09,weekly,call,439.0,NASDAQ,USD,27.15,27.15,27.15,27.15,1,-0.85,-3.04,28.0,2025-04-14,26.66,2025-04-15 20:14:59,1,29.16,2025-04-15 20:14:59,1,0.04,1,-1,-50.0,214,1,0.47,0.3285,-0.035,-9.64,27.15,0.716795,0.008768,-0.302203,0.397152,0.19801,2025-04-15,0.0,24,27.91,2025-04-15,2025-05-09,24
QQQ250509C00440000-2025-04-15,options-eod,QQQ250509C00440000,QQQ,2025-05-09,weekly,call,440.0,NASDAQ,USD,29.53,29.53,26.36,26.36,1,-3.36,-11.31,29.72,2025-04-14,25.89,2025-04-15 20:14:59,1,28.4,2025-04-15 20:14:59,1,0.04,9,-62,-87.32,328,9,2.82,0.3258,-0.0353,-9.78,26.36,0.708906,0.008957,-0.303227,0.402364,0.196154,2025-04-15,0.03,24,27.15,2025-04-15,2025-05-09,24
QQQ250509C00441000-2025-04-15,options-eod,QQQ250509C00441000,QQQ,2025-05-09,weekly,call,441.0,NASDAQ,USD,26.76,26.76,26.76,26.76,1,-2.38,-8.17,29.14,2025-04-14,25.14,2025-04-15 20:14:59,27,27.64,2025-04-15 20:14:59,1,0.04,1,-6,-85.71,43,0,0.0,0.3518,-0.0061,-1.69,26.76,0.688179,0.008555,-0.333348,0.415045,0.189649,2025-04-15,0.02,24,26.39,2025-04-15,2025-05-09,24
QQQ250509C00462500-2025-04-15,options-eod,QQQ250509C00462500,QQQ,2025-05-09,weekly,call,462.5,NASDAQ,USD,14.56,14.56,11.78,12.32,5,-0.68,-5.23,13.0,2025-04-14,12.15,2025-04-15 20:14:59,29,12.27,2025-04-15 20:14:59,17,-0.010000000000000009,34,-56,-62.22,225,1,0.45,0.2943,-0.0153,-4.93,12.21,0.476079,0.011519,-0.307544,0.467482,0.135345,2025-04-15,0.15,24,12.21,2025-04-15,2025-05-09,24
QQQ250509C00462000-2025-04-15,options-eod,QQQ250509C00462000,QQQ,2025-05-09,weekly,call,462.0,NASDAQ,USD,13.48,14.32,12.07,12.07,1,-1.43,-10.59,13.5,2025-04-14,12.43,2025-04-15 20:14:59,35,12.55,2025-04-15 20:14:59,13,-0.010000000000000009,30,-76,-71.7,195,37,23.42,0.2955,-0.0147,-4.73,12.49,0.481982,0.011481,-0.309177,0.467844,0.136938,2025-04-15,0.15,24,12.49,2025-04-15,2025-05-09,24
QQQ250509C00461000-2025-04-15,options-eod,QQQ250509C00461000,QQQ,2025-05-09,weekly,call,461.0,NASDAQ,USD,14.55,15.25,12.47,12.47,1,-1.19,-8.71,13.66,2025-04-14,13.01,2025-04-15 20:14:59,12,13.12,2025-04-15 20:14:59,12,-0.010000000000000009,50,-122,-70.93,232,31,15.42,0.2981,-0.0141,-4.53,13.07,0.493694,0.011393,-0.312384,0.468256,0.140087,2025-04-15,0.22,24,13.07,2025-04-15,2025-05-09,24
QQQ250509C00460000-2025-04-15,options-eod,QQQ250509C00460000,QQQ,2025-05-09,weekly,call,460.0,NASDAQ,USD,15.4,15.72,12.93,13.68,4,-0.92,-6.3,14.6,2025-04-14,13.59,2025-04-15 20:14:59,28,13.71,2025-04-15 20:14:59,13,0.0,74,-271,-78.55,955,18,1.92,0.3012,-0.0135,-4.29,13.68,0.505292,0.011275,-0.315928,0.468267,0.143175,2025-04-15,0.08,24,13.65,2025-04-15,2025-05-09,24
QQQ250509C00459000-2025-04-15,options-eod,QQQ250509C00459000,QQQ,2025-05-09,weekly,call,459.0,NASDAQ,USD,15.74,15.94,13.6,14.43,10,-0.36,-2.43,14.79,2025-04-14,14.18,2025-04-15 20:14:59,37,14.31,2025-04-15 20:14:59,17,0.0,34,-33,-49.25,372,6,1.64,0.303,-0.0144,-4.52,14.25,0.516612,0.011197,-0.317953,0.467896,0.146213,2025-04-15,0.09,24,14.25,2025-04-15,2025-05-09,24
QQQ250509C00458000-2025-04-15,options-eod,QQQ250509C00458000,QQQ,2025-05-09,weekly,call,458.0,NASDAQ,USD,16.43,16.43,13.96,14.96,18,-0.47,-3.05,15.43,2025-04-14,14.79,2025-04-15 20:14:59,31,14.91,2025-04-15 20:14:59,12,0.0,34,-288,-89.44,695,111,19.01,0.3055,-0.0139,-4.35,14.85,0.527814,0.01109,-0.320335,0.467156,0.149188,2025-04-15,0.05,24,14.85,2025-04-15,2025-05-09,24
QQQ250509C00457000-2025-04-15,options-eod,QQQ250509C00457000,QQQ,2025-05-09,weekly,call,457.0,NASDAQ,USD,17.3,17.3,14.98,15.18,2,-1.16,-7.1,16.34,2025-04-14,15.4,2025-04-15 20:14:59,38,15.53,2025-04-15 20:14:59,12,0.0,16,-47,-74.6,717,34,4.98,0.3079,-0.0141,-4.36,15.47,0.538841,0.010976,-0.322463,0.466066,0.152105,2025-04-15,0.02,24,15.47,2025-04-15,2025-05-09,24
QQQ250509C00456000-2025-04-15,options-eod,QQQ250509C00456000,QQQ,2025-05-09,weekly,call,456.0,NASDAQ,USD,16.65,17.21,15.71,15.96,1,-0.69,-4.14,16.65,2025-04-14,16.02,2025-04-15 20:14:59,35,16.22,2025-04-15 20:14:59,60,0.0,18,-102,-85.0,418,-28,-6.28,0.311,-0.0129,-3.97,16.12,0.549654,0.010834,-0.324969,0.464648,0.15493,2025-04-15,0.04,24,16.12,2025-04-15,2025-05-09,24
QQQ250509C00455000-2025-04-15,options-eod,QQQ250509C00455000,QQQ,2025-05-09,weekly,call,455.0,NASDAQ,USD,18.77,18.77,16.01,16.83,4,-0.55,-3.16,17.38,2025-04-14,16.65,2025-04-15 20:14:59,44,16.89,2025-04-15 20:14:59,77,0.01,46,-36,-43.9,946,1,0.11,0.3151,-0.0108,-3.32,16.83,0.560159,0.010655,-0.328184,0.462939,0.157627,2025-04-15,0.05,24,16.77,2025-04-15,2025-05-09,24
QQQ250509C00454000-2025-04-15,options-eod,QQQ250509C00454000,QQQ,2025-05-09,weekly,call,454.0,NASDAQ,USD,19.6,19.6,17.82,17.82,1,-0.48,-2.62,18.3,2025-04-14,17.29,2025-04-15 20:14:59,32,17.56,2025-04-15 20:14:59,39,0.01,11,-13,-54.17,350,16,4.79,0.3165,-0.0132,-4.02,17.43,0.570707,0.010562,-0.328571,0.460891,0.160412,2025-04-15,0.03,24,17.42,2025-04-15,2025-05-09,24
QQQ250509C00453000-2025-04-15,options-eod,QQQ250509C00453000,QQQ,2025-05-09,weekly,call,453.0,NASDAQ,USD,18.25,18.25,18.25,18.25,5,-0.3,-1.62,18.55,2025-04-14,17.92,2025-04-15 20:14:59,32,18.2,2025-04-15 20:14:59,44,0.01,5,-55,-91.67,757,-12,-1.56,0.3185,-0.0136,-4.11,18.06,0.581039,0.010443,-0.329369,0.458563,0.163106,2025-04-15,0.01,24,18.06,2025-04-15,2025-05-09,24
QQQ250509C00452000-2025-04-15,options-eod,QQQ250509C00452000,QQQ,2025-05-09,weekly,call,452.0,NASDAQ,USD,20.01,20.01,18.29,18.29,4,-2.81,-13.32,21.1,2025-04-14,18.59,2025-04-15 20:14:59,36,18.91,2025-04-15 20:14:59,50,0.01,21,-123,-85.42,680,109,19.09,0.3215,-0.0129,-3.87,18.75,0.591033,0.010287,-0.330915,0.456005,0.165661,2025-04-15,0.03,24,18.75,2025-04-15,2025-05-09,24
QQQ250509C00451000-2025-04-15,options-eod,QQQ250509C00451000,QQQ,2025-05-09,weekly,call,451.0,NASDAQ,USD,19.35,19.35,19.35,19.35,1,-2.4,-11.03,21.75,2025-04-14,19.25,2025-04-15 20:14:59,51,19.59,2025-04-15 20:14:59,62,0.02,1,-14,-93.33,373,-5,-1.32,0.3223,-0.0141,-4.19,19.35,0.601261,0.010195,-0.33014,0.453075,0.168347,2025-04-15,0.0,24,19.42,2025-04-15,2025-05-09,24
QQQ250509C00450000-2025-04-15,options-eod,QQQ250509C00450000,QQQ,2025-05-09,weekly,call,450.0,NASDAQ,USD,21.33,22.39,19.96,20.1,5,-2.11,-9.5,22.21,2025-04-14,19.94,2025-04-15 20:14:59,40,20.24,2025-04-15 20:14:59,53,0.02,27,-75,-73.53,600,-59,-8.95,0.3262,-0.013,-3.82,20.1,0.61066,0.010006,-0.332186,0.450102,0.170684,2025-04-15,0.05,24,20.09,2025-04-15,2025-05-09,24
QQQ250509C00449000-2025-04-15,options-eod,QQQ250509C00449000,QQQ,2025-05-09,weekly,call,449.0,NASDAQ,USD,21.96,21.96,21.96,21.96,1,1.39,6.76,20.57,2025-04-14,20.64,2025-04-15 20:14:59,36,20.96,2025-04-15 20:14:59,48,0.02,1,-106,-99.07,300,-85,-22.08,0.3289,-0.0123,-3.61,20.8,0.62013,0.009853,-0.332784,0.446832,0.173076,2025-04-15,0.0,24,20.8,2025-04-15,2025-05-09,24
QQQ250509C00448000-2025-04-15,options-eod,QQQ250509C00448000,QQQ,2025-05-09,weekly,call,448.0,NASDAQ,USD,23.82,24.05,23.82,24.05,1,0.15,0.63,23.9,2025-04-14,21.33,2025-04-15 20:14:59,35,21.65,2025-04-15 20:14:59,47,0.02,2,-5,-71.43,451,-3,-0.66,0.3311,-0.013,-3.78,21.49,0.62952,0.00971,-0.33279,0.443317,0.17545,2025-04-15,0.0,24,21.49,2025-04-15,2025-05-09,24
QQQ250509C00446000-2025-04-15,options-eod,QQQ250509C00446000,QQQ,2025-05-09,weekly,call,446.0,NASDAQ,USD,25.03,25.03,25.03,25.03,1,-0.13,-0.52,25.16,2025-04-14,22.48,2025-04-15 20:14:59,57,23.18,2025-04-15 20:14:59,57,0.03,1,-2,-66.67,149,-1,-0.67,0.3341,-0.0145,-4.17,22.83,0.648257,0.009454,-0.330785,0.43548,0.180211,2025-04-15,0.01,24,22.83,2025-04-15,2025-05-09,24
QQQ250509C00445000-2025-04-15,options-eod,QQQ250509C00445000,QQQ,2025-05-09,weekly,call,445.0,NASDAQ,USD,24.49,25.36,23.4,23.4,1,-3.97,-14.5,27.37,2025-04-14,23.48,2025-04-15 20:14:59,40,23.8,2025-04-15 20:14:59,55,0.03,3,-18,-85.71,284,-18,-5.96,0.3385,-0.0105,-3.02,23.64,0.656386,0.00925,-0.332437,0.431736,0.182126,2025-04-15,0.01,24,23.64,2025-04-15,2025-05-09,24
QQQ250509C00444000-2025-04-15,options-eod,QQQ250509C00444000,QQQ,2025-05-09,weekly,call,444.0,NASDAQ,USD,25.26,26.8,25.26,26.8,1,0.62,2.37,26.18,2025-04-14,24.23,2025-04-15 20:14:59,37,24.54,2025-04-15 20:14:59,54,0.03,2,-18,-90.0,212,-4,-1.85,0.3412,-0.0103,-2.92,24.38,0.664862,0.009088,-0.332288,0.427607,0.184189,2025-04-15,0.01,24,24.38,2025-04-15,2025-05-09,24
QQQ250509C00443000-2025-04-15,options-eod,QQQ250509C00443000,QQQ,2025-05-09,weekly,call,443.0,NASDAQ,USD,26.05,27.29,26.05,26.6,5,1.4,5.56,25.2,2025-04-14,23.72,2025-04-15 20:14:59,26,26.05,2025-04-15 20:14:59,1,0.03,7,2,40.0,156,3,1.96,0.338,-0.0153,-4.33,24.89,0.675443,0.009057,-0.326005,0.422127,0.187046,2025-04-15,0.04,24,24.88,2025-04-15,2025-05-09,24
QQQ250509C00442000-2025-04-15,options-eod,QQQ250509C00442000,QQQ,2025-05-09,weekly,call,442.0,NASDAQ,USD,24.57,25.66,24.57,25.66,1,0.39,1.54,25.27,2025-04-14,24.43,2025-04-15 20:14:59,1,26.84,2025-04-15 20:14:59,1,0.03,2,-8,-80.0,428,6,1.42,0.3411,-0.0149,-4.19,25.66,0.683498,0.008881,-0.325851,0.41771,0.188962,2025-04-15,0.0,24,25.63,2025-04-15,2025-05-09,24
QQQ250509C00464000-2025-04-15,options-eod,QQQ250509C00464000,QQQ,2025-05-09,weekly,call,464.0,NASDAQ,USD,13.0,13.5,10.55,11.5,10,-0.8,-6.5,12.3,2025-04-14,11.32,2025-04-15 20:14:59,52,11.44,2025-04-15 20:14:59,13,-0.010000000000000009,515,177,52.37,463,172,59.11,0.2906,-0.0147,-4.83,11.38,0.458113,0.011625,-0.302089,0.46575,0.13048,2025-04-15,1.11,24,11.38,2025-04-15,2025-05-09,24
QQQ250509C00535000-2025-04-15,options-eod,QQQ250509C00535000,QQQ,2025-05-09,weekly,call,535.0,NASDAQ,USD,0.14,0.14,0.12,0.12,1,-0.03,-20.0,0.15,2025-04-14,0.08,2025-04-15 20:14:48,97,0.13,2025-04-15 20:14:48,213,-0.17000000000000004,2,1,100.0,145,0,0.0,0.2592,-0.0039,-1.48,0.12,0.011667,0.001,-0.019868,0.035805,0.003435,2025-04-15,0.01,24,0.11,2025-04-15,2025-05-09,24
